,Date,Open,Close,Low,High,Volume
183,2020-06-26 06:00:00,1.12215,1.12086,1.120605,1.122185,9216
184,2020-06-26 07:00:00,1.120865,1.122495,1.12051,1.12298,10383
185,2020-06-26 08:00:00,1.12254,1.123935,1.12215,1.12394,10095
186,2020-06-26 09:00:00,1.12393,1.121995,1.12178,1.12393,9563
187,2020-06-26 10:00:00,1.12201,1.122665,1.121735,1.123435,8928
188,2020-06-26 11:00:00,1.12265,1.12099,1.12093,1.123215,9322
189,2020-06-26 12:00:00,1.121,1.121915,1.12067,1.12274,9859
190,2020-06-26 13:00:00,1.12191,1.120695,1.120625,1.12291,10688
191,2020-06-26 14:00:00,1.12073,1.120315,1.119535,1.121255,11176
192,2020-06-26 15:00:00,1.120335,1.12147,1.12001,1.12153,10224
193,2020-06-26 16:00:00,1.121475,1.122965,1.121255,1.123465,10051
194,2020-06-26 17:00:00,1.12296,1.123115,1.122855,1.12384,9080
195,2020-06-26 18:00:00,1.12312,1.1227,1.122445,1.123165,8309
196,2020-06-26 19:00:00,1.122695,1.122695,1.122325,1.12309,8625
197,2020-06-26 20:00:00,1.1227,1.121895,1.12177,1.12293,7618
198,2020-06-28 21:00:00,1.12193,1.122485,1.121675,1.122935,4793
199,2020-06-28 22:00:00,1.122385,1.12245,1.121705,1.122515,7099
200,2020-06-28 23:00:00,1.12244,1.122225,1.122,1.122695,7717
201,2020-06-29 00:00:00,1.12223,1.122945,1.12199,1.122965,9113
202,2020-06-29 01:00:00,1.122935,1.12349,1.122905,1.12363,9327
203,2020-06-29 02:00:00,1.123485,1.12428,1.123325,1.1247,9154
204,2020-06-29 03:00:00,1.124285,1.123945,1.12382,1.124385,8736
205,2020-06-29 04:00:00,1.123955,1.12419,1.123815,1.1243,8501
206,2020-06-29 05:00:00,1.124195,1.125195,1.124175,1.125905,9296
207,2020-06-29 06:00:00,1.1252,1.12581,1.125095,1.126705,11294
208,2020-06-29 07:00:00,1.12582,1.12433,1.124285,1.126135,13235
209,2020-06-29 08:00:00,1.124345,1.125425,1.124045,1.12585,12749
210,2020-06-29 09:00:00,1.125435,1.127075,1.124925,1.127075,12668
211,2020-06-29 10:00:00,1.12708,1.128635,1.12698,1.128795,9804
212,2020-06-29 11:00:00,1.12863,1.12788,1.127395,1.12869,9763
213,2020-06-29 12:00:00,1.127895,1.12861,1.12776,1.128715,10157
214,2020-06-29 13:00:00,1.12862,1.125805,1.125525,1.128665,10546
215,2020-06-29 14:00:00,1.1258,1.124585,1.123055,1.126085,11394
216,2020-06-29 15:00:00,1.12458,1.123615,1.123595,1.125355,10623
217,2020-06-29 16:00:00,1.1236,1.12274,1.12247,1.12422,9962
218,2020-06-29 17:00:00,1.122745,1.122755,1.12195,1.12333,9055
219,2020-06-29 18:00:00,1.122745,1.123515,1.12259,1.123545,8738
220,2020-06-29 19:00:00,1.12351,1.12364,1.122975,1.12396,8827
221,2020-06-29 20:00:00,1.123645,1.124175,1.1235,1.12431,7825
222,2020-06-29 21:00:00,1.124205,1.124085,1.12325,1.12434,5155
223,2020-06-29 22:00:00,1.12409,1.12491,1.12403,1.124965,7349
224,2020-06-29 23:00:00,1.124905,1.124685,1.124455,1.1252,7629
225,2020-06-30 00:00:00,1.12469,1.123825,1.123495,1.12473,8616
226,2020-06-30 01:00:00,1.123835,1.12474,1.123615,1.12477,8205
227,2020-06-30 02:00:00,1.124745,1.12419,1.124025,1.124955,8155
228,2020-06-30 03:00:00,1.124195,1.123795,1.12373,1.124635,7983
229,2020-06-30 04:00:00,1.1238,1.123885,1.1237,1.12445,8207
230,2020-06-30 05:00:00,1.123875,1.123115,1.122485,1.12401,8018
231,2020-06-30 06:00:00,1.123105,1.121315,1.120415,1.12313,10113
